Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT
developer_before_correct,org.apache.coyote.http11,InternalNioOutputBuffer,15,0,33,24,447,71,0,0,0.06060606060606061,3,2
developer_before_correct,org.apache.coyote.http11,SocketOutputBuffer,0,0,1,1,26,4,0,0,-1.0,0,1
developer_before_correct,org.apache.coyote.http11,Http11NioProcessor,36,0,48,36,1176,199,0,0,0.16666666666666666,0,5
developer_before_correct,org.apache.coyote.http11,AbstractOutputBuffer,15,0,35,22,380,67,0,0,0.17142857142857143,0,1
developer_before_correct,org.apache.jorphan.math,StatCalculator,13,0,24,19,200,34,0,0,0.20833333333333334,2,1
developer_before_correct,org.apache.jorphan.math,StatCalculator,13,0,24,19,200,34,0,0,0.25,0,1
developer_before_correct,org.apache.jmeter.engine.util,FunctionParser,1,0,3,0,194,30,0,0,0.0,0,1
developer_before_correct,org.apache.jmeter.engine.util,TestValueReplacer,1,0,5,4,45,5,0,0,0.6,0,0
developer_before_correct,org.apache.flink.test.util,JavaProgramTestBase,3,0,11,7,134,14,0,0,0.0,0,0
developer_before_correct,com.ai.cloud.skywalking.analysis,AnalysisServerDriver,1,0,3,2,38,5,0,0,0.6666666666666666,1,2
developer_before_correct,com.ai.cloud.skywalking.analysis.categorize2chain.model,ChainNode,11,0,24,23,97,27,0,0,0.4583333333333333,1,0
developer_before_correct,com.ai.cloud.skywalking.analysis.categorize2chain.model,ChainInfo,7,0,18,17,97,25,0,0,0.16666666666666666,2,1
developer_before_correct,com.ai.cloud.skywalking.analysis.categorize2chain,Summary,2,0,6,3,39,9,0,0,0.0,0,1
developer_before_correct,org.apache.catalina.valves.rewrite,ResolverImpl,1,0,11,7,348,101,0,0,0.0,2,1
developer_before_correct,org.apache.catalina.valves.rewrite,ResolverImpl,1,0,8,7,184,56,0,0,0.25,0,1
developer_before_correct,org.apache.jmeter.save,SaveService,8,0,18,13,195,28,0,0,0.2777777777777778,8,1
developer_before_correct,org.apache.jmeter.save,Test,0,0,3,3,14,3,0,0,-1.0,0,1
